conversation_id,participant_id,comment_id,choice
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,984a3ccd-9feb-41ec-a7b2-8d9c32ac658e,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,cf74a415-47ec-4a8c-b6fc-03feaadf3132,0
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,1e0d7ecb-3cf3-4517-b1eb-5a1a838fd57d,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,ab76bd1b-ed9a-45fb-979d-fe63d1a8287e,0
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,ed1c9728-9316-422d-9c8a-c79b19bc0896,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,530aa953-0185-47c0-8853-c63c8b12bb83,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,f09752da-8a32-43ff-99d6-e4186bf09445,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,3c8deb64-0721-42c0-8b20-de637b4e7291,0
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,eae5734b-7003-4c88-a0f1-0fa0c2fd5c2b,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,b03d5fba-181f-47a4-82de-844a5d7130b1,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,5a5aee0b-185b-446f-8fcb-6627ae292a84,0
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,152a1fff-7a79-4bac-aad0-c4d0cbcb9f4d,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,f41f8098-bde4-46bc-bb03-a106c6bc9f90,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,f26990ba-c2ee-4ebc-9440-7ac6e77402b5,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,7e28aba4-4b44-4fdc-95e7-d297785f217c,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,69f31763-0ae8-43e7-81f4-506edaf17840,0
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,7fb5bbe6-3559-4796-8728-4e06e514cf5d,0
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,92e45799-748a-4d2c-b2d1-8be31d5f5c06,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,99e81f41-b73f-4f38-b9db-ee26caa6c790,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,6d09ab27-8fb3-4afa-a681-dccfad5ea86b,-1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,2208d382-b3e6-4288-ac28-42cdbaded7ce,1
simulated-conversation-2026-03-06,2e1d21d0-ff72-56f6-ba65-529a9927330d,e0c2249c-c0bf-40fb-9f0a-0dde6d14839b,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,d8bb5b7a-aec8-491d-91a0-4b48a18b4320,0
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,98ab79e8-608e-4651-af34-83568acff4a3,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,7e28aba4-4b44-4fdc-95e7-d297785f217c,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,a5f19104-40bc-4f1e-bd84-ee4feb9d8ec9,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,4f9ff0c1-4f83-4c2b-920e-49edaf65aaf0,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,042a2f19-2730-48fc-b388-e10fb07784e4,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,54902405-62dd-42ab-ab42-77d9b3fe3a93,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,da5a44f6-cdda-4665-a1e8-3163c5a26952,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,a01ee132-5839-489b-aa62-5f3bff0365e2,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,a687142d-8fc9-43bb-9f19-09e71113abee,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,747408e4-0bba-4272-ae88-698d8d03d489,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,bcaefaa8-a122-4e61-97b0-a1dd94c20d21,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,b03d5fba-181f-47a4-82de-844a5d7130b1,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,0fffa8f5-a86f-4c00-b291-44a68aa9fb03,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,b7f8575f-2ce8-48e1-ad5b-a4c08f80f37f,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,d5b65b05-0093-40f9-8b6d-9a4591db976b,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,1e0d7ecb-3cf3-4517-b1eb-5a1a838fd57d,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,99e81f41-b73f-4f38-b9db-ee26caa6c790,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,1d47f152-1b42-4a2c-ad4e-aa8ec2f077e9,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,5a5aee0b-185b-446f-8fcb-6627ae292a84,0
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,92e45799-748a-4d2c-b2d1-8be31d5f5c06,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,f8f83a04-e1c5-4d13-bde8-7fa77b36fbe4,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,9719e434-405a-4a5d-a5eb-1a8744c4fff2,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,b2a5ecdb-43a3-406e-ae4b-b998a45c491c,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,c3814680-59fc-4180-8874-f5b4f652dc44,0
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,3dc905df-da62-408a-b672-2420c05173dd,0
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,8de133f3-701d-4ac1-81ed-61eb005c52e4,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,9a16192d-159d-40e9-b003-8672ad23cbd8,0
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,f41f8098-bde4-46bc-bb03-a106c6bc9f90,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,f26990ba-c2ee-4ebc-9440-7ac6e77402b5,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,39bf7beb-10ff-475c-b785-2f99b8ffe5bb,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,d4bae9eb-4f62-4c5c-821d-4e0c8bf7e742,-1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,64add775-9b4c-44e6-9c31-c2fbd96cdc64,1
simulated-conversation-2026-03-06,ff57544a-48cb-5944-ba54-1f65a0b1821d,152a1fff-7a79-4bac-aad0-c4d0cbcb9f4d,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,1e0d7ecb-3cf3-4517-b1eb-5a1a838fd57d,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,89c29109-1792-495a-9102-d5b91e554114,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,0fffa8f5-a86f-4c00-b291-44a68aa9fb03,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,92e45799-748a-4d2c-b2d1-8be31d5f5c06,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,41ba94d7-7757-40a0-b21e-31eb5815ef80,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,84642ed5-ded9-4f92-83cd-bd96cd70e0fd,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,6c4b5040-1ab7-4eeb-a846-a6f2918ed763,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,f8f83a04-e1c5-4d13-bde8-7fa77b36fbe4,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,d35ec17a-70f7-4968-91ac-55d4b531b87d,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,e0c2249c-c0bf-40fb-9f0a-0dde6d14839b,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,a01ee132-5839-489b-aa62-5f3bff0365e2,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,ed1c9728-9316-422d-9c8a-c79b19bc0896,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,b03d5fba-181f-47a4-82de-844a5d7130b1,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,ab76bd1b-ed9a-45fb-979d-fe63d1a8287e,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,cfb3de79-033a-4478-9f90-e8b4ca69bd85,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,64add775-9b4c-44e6-9c31-c2fbd96cdc64,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,f41f8098-bde4-46bc-bb03-a106c6bc9f90,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,39bf7beb-10ff-475c-b785-2f99b8ffe5bb,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,a161d901-76de-4a99-9326-b2dc76c1709d,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,db233c9b-9c10-4b80-a44b-04060b0e84d7,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,6d09ab27-8fb3-4afa-a681-dccfad5ea86b,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,583addf5-49b0-48c0-b251-db4c2b2e3ce8,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,042a2f19-2730-48fc-b388-e10fb07784e4,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,f9b395cb-7c8d-4ae3-8ad1-c403d1769f6a,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,e9880c23-01b5-49db-abf5-bb88940fb7e5,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,da5a44f6-cdda-4665-a1e8-3163c5a26952,1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,33e43cc2-8232-4097-a1a1-28834fd42207,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,f26990ba-c2ee-4ebc-9440-7ac6e77402b5,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,06f62294-8b1d-43b7-a5bb-fcc05ef45106,0
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,9719e434-405a-4a5d-a5eb-1a8744c4fff2,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,b6461ca2-cc21-46af-bde3-11752d28beb3,-1
simulated-conversation-2026-03-06,a6a5a0c9-bba5-5c3d-848f-53d733510d3a,8a62864c-bf27-41ce-b6f8-f60141cb6dc3,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,f41f8098-bde4-46bc-bb03-a106c6bc9f90,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,5a5aee0b-185b-446f-8fcb-6627ae292a84,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,ff2031d2-73e3-4304-95eb-fd59a3a136c3,-1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,ab76bd1b-ed9a-45fb-979d-fe63d1a8287e,0
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,e2c25f34-eff8-4322-8985-a5c9ffda5313,0
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,1e0d7ecb-3cf3-4517-b1eb-5a1a838fd57d,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,bcaefaa8-a122-4e61-97b0-a1dd94c20d21,0
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,d5b65b05-0093-40f9-8b6d-9a4591db976b,-1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,b2a5ecdb-43a3-406e-ae4b-b998a45c491c,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,e9880c23-01b5-49db-abf5-bb88940fb7e5,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,b7f8575f-2ce8-48e1-ad5b-a4c08f80f37f,-1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,cfb3de79-033a-4478-9f90-e8b4ca69bd85,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,8a62864c-bf27-41ce-b6f8-f60141cb6dc3,-1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,4c28f355-5a4b-488f-aa0f-dea968f44378,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,038bd675-96d0-454c-a940-0d148783f533,0
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,b6461ca2-cc21-46af-bde3-11752d28beb3,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,6d09ab27-8fb3-4afa-a681-dccfad5ea86b,1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,6c868de4-e0cc-48a6-8a18-ee33c7fd9378,-1
simulated-conversation-2026-03-06,f8af8443-6c95-522e-a0bf-bf402f4b04c8,1d47f152-1b42-4a2c-ad4e-aa8ec2f077e9,1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,583addf5-49b0-48c0-b251-db4c2b2e3ce8,0
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,eae5734b-7003-4c88-a0f1-0fa0c2fd5c2b,-1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,89c29109-1792-495a-9102-d5b91e554114,0
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,6c4b5040-1ab7-4eeb-a846-a6f2918ed763,-1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,a5f19104-40bc-4f1e-bd84-ee4feb9d8ec9,1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,6d09ab27-8fb3-4afa-a681-dccfad5ea86b,-1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,4b7e2332-cd41-4164-8f66-d4e2c64d78b3,1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,2208d382-b3e6-4288-ac28-42cdbaded7ce,-1
simulated-conversation-2026-03-06,dfb8d52b-483b-5b2a-a361-c2c0f787fa34,2c66a189-78da-464e-bf60-5b4b6148db6f,1
